"Sektor","Kategori","y2016","y2017","y2018","y2019","y2020","y2021","y2022","y2023","y2024","y2025","y2026","y2027","y2028","y2029","y2030"
"Industri Batubara dan Pengilangan Migas","Indirect Land-based",634689.864579006,510158.053367272,535665.622718735,562448.838026681,590571.557036272,620092.495149323,651099.375236542,683657.934550209,717842.674941854,753738.548442345,940253.950096406,831004.416230464,872558.376798116,916190.035396108,962003.276980438
"Industri Makanan dan Minuman","Indirect Land-based",780754.981259842,784618.695264699,823849.694080685,865042.477775438,908295.240428664,953709.526294665,1001398.13631207,1051472.53151745,1104048.70943837,1159255.7711488,1250722.32799208,1278088.9716007,1341998.04629611,1409102.57477044,1479562.32984264
"Pengolahan Tembakau","Indirect Land-based",34930.0570441955,35720.6502885401,37506.7428801189,39382.1450562845,41351.3239880405,43418.8865695563,45589.9698334466,47869.6336135715,50263.2448140812,52776.5751622497,56326.0193110687,58186.5186626125,61096.0127444571,64150.9814662485,67358.6986359528
"Industri Tekstil dan Pakaian Jadi","Industri",2776700.00639491,2703943.03124429,2839139.51467887,2981096.99801484,3130153.9037953,3286639.9796119,3450988.76519891,3623561.04441533,3804753.85174254,3995015.04861733,4396304.83560388,4404552.27633547,4624803.39447161,4856067.06813528,5098893.92693095
"Industri Kulit Barang dari Kulit dan Alas Kaki","Industri",261496.513031614,260292.148009252,273306.86221108,286972.371917032,301321.240622677,316387.85409049,332209.086180374,348821.710757516,366264.503940468,384579.933886713,417410.466274198,424003.896935472,445206.296501676,467468.816057783,490844.46174112
"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya","Indirect Land-based",156547.19613794,138846.74542672,145789.138293778,153078.666469659,160732.689492004,168768.849873739,177207.644324949,186068.448778398,195372.209320105,205141.250559463,239710.997131743,226169.111654541,237477.997885576,249352.328510176,261820.375664394
"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman","Indirect Land-based",697274.188260801,521562.630904973,547636.426110347,575015.457205077,603765.279191745,633876.188091806,665568.531444589,698852.5443602,733792.134171346,770488.165857406,1009562.74227094,849476.373972623,891956.617529696,936560.873369308,983395.341860906
"Industri Kimia Farmasi dan Obat Tradisional","Industri",1226409.7417036,919093.581707181,965057.984369307,1013323.44132036,1064006.32476121,1117291.34359572,1173276.85128713,1232078.21704798,1293795.74352122,1358624.72185329,1777786.93062803,1498169.09764942,1573216.74357613,1652016.77189849,1734756.8016734
"Industri Karet Barang dari Karet dan Plastik","Indirect Land-based",659159.257064224,466030.53015802,489331.892227142,513798.627726137,539489.084025918,566455.245280553,594781.957515806,624526.495223452,655756.341446556,688549.76733149,938303.3649225,759137.616687506,797100.106348686,836960.720592349,878814.365440017
"Industri Barang Galian bukan Logam","Indirect Land-based",1008631.81243582,493179.13074731,517837.902431468,543729.759881502,570916.39293266,599456.564240384,629430.040467759,660902.896665076,693948.499236334,728647.359340889,1304018.38816867,803336.65580872,843504.92374396,885681.605130975,929967.120617294
"Industri Logam Dasar","Industri",895967.377497158,763732.430090106,801919.012232529,842014.97032119,884115.784710124,928320.207049117,974736.792198354,1023474.4334327,1074648.66667479,1128381.9274366,1353404.97181706,1244042.77132353,1306245.73717468,1371558.85163149,1440137.62154068
"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik","Industri",5730936.32448628,4014927.0476327,4215672.25148409,4426455.48301637,4647778.84979655,4880142.01684048,5124152.75080194,5380367.81312981,5649388.70105076,5931865.98745467,8135662.32128125,6539898.34639414,6866901.11366178,7210254.02112674,7570774.57317966
"Industri Mesin dan Perlengkapan YTDL","Industri",4816226.89152867,2587355.62636941,2716726.54538008,2852567.43604688,2995202.30930866,3144977.84159575,3302280.5451321,3467456.01199102,3640879.8072396,3822986.05157927,6366279.27256237,4214969.74050422,4425780.48204554,4647131.75833443,4879550.60069792
"Industri Alat Angkutan","Industri",3809130.9582631,3509622.07862357,3685103.23934666,3869358.97775383,4062828.18476208,4265959.76588906,4479264.85917005,4703237.87982132,4938405.98314506,5185336.35199161,5911247.03540983,5716853.97198115,6002706.73966397,6302852.14760812,6618004.82365436
"Industri Furnitur","Indirect Land-based",84756.8368200329,76857.315420182,80699.7774561205,84734.4686516748,88971.0077315087,93412.3350589401,98082.6002323806,102986.802674627,108135.755663857,113542.671222881,130778.941699095,125181.057060823,131440.237669867,138012.377355147,144913.124033166
"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan","Industri",194273.45202884,175463.154785315,184237.440545759,193450.522707305,203124.365636622,213289.274000407,223965.305770333,235175.555553835,246945.767860569,259305.086880114,299449.131545354,285908.520990636,300215.977596138,315238.806978184,331012.777958521
"Ketenagalistrikan","Energi",454201.390864872,52016.8254205114,54617.5888761083,57348.41054221,60215.7945198865,63225.1653839273,66386.3324075944,69705.6369451395,73190.8220457886,76850.3614853377,485354.36093502,84727.5201524379,88963.8945299615,93412.0875970068,98082.6903273295
"Pengadaan Gas dan Produksi Es","Energi",235369.101184058,233761.9361859,245449.835917094,257722.368837744,270608.891434065,284137.915100346,298344.697075254,313263.275649021,328925.634256849,345373.402066878,375382.056008536,380777.222166171,399817.569443232,419809.933891739,440801.916693866
"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang","Limbah",55862.2247584052,33935.000396342,35632.09864838,37414.0917930716,39285.2400189486,41252.6736534646,43319.3848023619,45489.6514574762,47768.1253978405,50160.8520571949,76216.7237648997,55311.1962009047,58081.0764479844,60989.4506406257,64043.243649603
"Konstruksi","Jasa",4313673.92621845,1681885.22559264,1765978.96747689,1854277.60533047,1946991.41775131,2044330.02383545,2146546.53050664,2253874.7901044,2366568.35407895,2484897.81700994,5321021.72985229,2739601.98543123,2876583.12946691,3020413.33117148,3171435.04275228
"Perdagangan Mobil Sepeda Motor dan Reparasinya","Jasa",214966.815133206,171335.649104195,179903.193295855,188899.215270994,198345.167224005,208263.455873702,218681.363911651,229620.669620987,241106.282994664,253166.89076453,317621.260819978,279127.348934011,293089.00995644,307748.754063746,323141.485374119
"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor","Jasa",1191710.93952976,1040938.7549134,1092985.65522954,1147635.47320806,1205018.55312357,1265261.68805308,1328533.16013485,1394971.23997836,1464727.09333014,1537975.19534566,1815226.36376916,1695641.73532041,1780435.56954135,1869469.09571819,1962954.29793992
"Angkutan Rel","Transportasi",236111.965964698,211371.15118393,221939.681506074,233036.732372223,244688.757355237,256921.439151625,269769.085706056,283259.590074038,297423.9928585,312297.295805901,362720.344911553,344312.079421975,361529.7863586,379608.379222472,398590.901162549
"Angkutan Darat","Transportasi",27668751.5381108,15637765.2858844,16419652.1778625,17240637.3909049,18102676.8005752,19007710.5652341,19958161.3658003,20956153.8407671,22004021.5106418,23104309.1838585,37035251.6818738,25472678.4001571,26746398.9202335,28083805.467953,29488082.3424551
"Angkutan Laut","Transportasi",9337.35119645057,7335.62777728788,7702.41836870043,8087.55304728447,8491.95091288966,8916.57482245042,9362.53858084476,9830.82566934287,10322.4923237639,10838.7797942261,13731.9294765364,11950.0884652149,12547.7556440712,13175.3062386061,13834.2343563687
"Angkutan Sungai Danau dan Penyeberangan","Transportasi",53.0047698526171,41.7211029540952,43.813189519118,46.0099104825754,48.3165653359259,50.7449198471111,53.2957236500895,55.9743119677155,58.7866441241096,61.7397172345736,78.1166464385642,68.0963856175714,71.5150143407012,75.1044854030111,78.8734848420065
"Angkutan Udara","Transportasi",1828282.59740231,1758009.58114712,1845908.68144232,1938203.58461301,2035114.25154059,2136837.36706089,2243686.95234347,2355882.93242088,2473683.8784421,2597380.16676401,2881247.71339731,2863636.42657692,3006830.34198752,3157183.9532903,3315055.24512714
"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir","Jasa",772902.362889926,648291.52578599,680704.980502281,714739.988011702,750477.826657173,787969.626144335,827374.577265898,868753.953314344,912197.027375142,957818.009396629,1161200.83418878,1056017.17186557,1108829.16036305,1164281.74921384,1222506.96667525
"Penyediaan Akomodasi","Jasa",7664.42682322707,6655.54142271452,6988.31752736334,7337.73623283456,7704.63072471427,8089.79155223958,8494.35198190221,8919.15934391846,9365.18236757582,9833.53336188655,11651.1169313154,10841.6588801593,11383.8337011003,11953.1172649839,12550.8650047389
"Penyediaan Makan Minum","Jasa",68839.3105827319,69518.5830971927,72994.553902133,76644.3669282155,80476.73590083,84501.011467807,88726.8928858222,93164.3298732382,97823.2571198247,102715.53824214,110483.60929377,113246.173406748,118909.600332582,124856.198590934,131100.126796489
"Informasi dan Komunikasi","Jasa",89640.6926491221,90991.1497122682,95540.3458111858,100317.127515574,105332.882733496,110592.120748702,116122.505351025,121929.911795683,128027.144853711,134429.848918462,144134.798835351,148211.6694525,155623.599753082,163406.1265819,171577.779739347
"Jasa Perantara Keuangan","Jasa",45698.9047050722,43446.7782436601,45618.9881556832,47899.8660182358,50294.8565466161,52806.9574483193,55447.4267376781,58220.1835643408,61131.2533160979,64188.2327070611,71718.9588739794,70768.3808409541,74307.2166004104,78022.9941506902,81924.5605789378
"Asuransi dan Dana Pensiun","Jasa",4781.76781715597,4582.99710926657,4812.14630118855,5052.75628309924,5305.40116257189,5570.58859612197,5849.13779704406,6141.63174344467,6448.72710296793,6771.20239371731,7526.80947985083,7465.33043530372,7838.63589504839,8230.60661355023,8642.17587981818
"Jasa Keuangan Lainnya","Jasa",7620.62046707432,6813.67621104928,7154.37395389306,7512.11021059535,7887.73835123867,8282.19838847785,8696.45797590808,9131.45066246045,9588.16482227187,10067.7449355148,11702.722356686,11100.0411334378,11655.2150663502,12238.1476965743,12850.2269534598
"Jasa Penunjang Keuangan","Jasa",977.727581794675,754.156968153337,791.873844537831,831.477329508657,873.062006102058,916.76791241957,962.681480589834,1010.89472468082,1061.51320425368,1114.66846232025,1429.97294388439,1229.08517139268,1290.61903481156,1355.22958668461,1423.07067139382
"Real Estate","Jasa",150.281571187678,151.033630551296,158.585456444599,166.514914817095,174.840905782023,183.584186846534,192.765282813385,202.405670684986,212.527739634045,223.156274416911,240.75639188034,246.034195612191,258.338053312816,271.257103793405,284.822106793533
"Jasa Perusahaan","Jasa",9476.38799111681,8139.73660598851,8546.59012009304,8973.82639428225,9422.46854749187,9891.11822904956,10385.6394933714,10905.0528311094,11450.2505020396,12022.915519773,14348.3447157698,13255.5769581002,13918.5082852733,14614.5861883538,15345.4679866156
"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib","Jasa",55712.7869011652,57611.4811911435,60486.7096403626,63507.017841303,66679.7355850173,69919.7089890427,73409.2907985078,77078.551388433,80925.7248691028,84971.4929138777,90059.1678685198,93680.0086139369,98363.4908469499,103281.147185984,108444.68632758
"Jasa Pendidikan","Jasa",42029.3946034058,43941.5466137559,46138.6211267221,48445.5507951573,50867.8287221481,53411.1657632623,56081.7304434486,58885.8302580572,61830.1262877035,64921.6466857543,68348.0429989569,71576.1443623346,75154.9656121353,78912.7280145031,82858.3784746482
"Jasa Kesehatan dan Kegiatan Sosial","Jasa",47562.7842670753,49531.6085342489,52003.6667310642,54602.4743292694,57336.0500643795,60168.6072619266,63154.5553488916,66309.2223518759,69592.8391848579,73071.3083189743,77109.2177602272,80558.7131042001,84585.4759268018,88813.5768931207,93253.0828942486
"Jasa lainnya","Jasa",42620.3645975703,43464.8929496001,45659.8251372073,47964.51449372,50384.4514376282,53122.2855038714,55997.4580975799,59016.4400635714,62186.3065555489,65514.736756168,70255.4717243551,72679.1827684948,76532.2567747555,80577.984490538,84825.9985994802
"Lainnya","Lainnya",23.8485912789143,25.041022055296,26.2930723497702,27.6077247548227,28.9881073552559,30.4375179769079,31.9593918550267,33.5573582146154,35.2352321875261,36.9969905637398,38.8468364546189,40.7891831270937,42.8286378378498,44.9700745794862,47.2185775001699
