sector;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
Industri Furnitur;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Ketenagalistrikan;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Pengadaan Gas dan Produksi Es;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Konstruksi;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Perdagangan Mobil Sepeda Motor dan Reparasinya;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Angkutan Rel;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Angkutan Darat;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Angkutan Laut;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Angkutan Sungai Danau dan Penyeberangan;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Angkutan Udara;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Penyediaan Akomodasi;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Penyediaan Makan Minum;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Informasi dan Komunikasi;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Jasa Perantara Keuangan;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Asuransi dan Dana Pensiun;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Jasa Keuangan Lainnya;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Jasa Penunjang Keuangan;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Real Estate;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Jasa Perusahaan;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Jasa Pendidikan;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Jasa Kesehatan dan Kegiatan Sosial;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Jasa lainnya;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
Lainnya;-0.02;-0.04;-0.06;-0.08;-0.10;-0.12;-0.14;-0.16;-0.18;-0.20;-0.22;-0.24;-0.26;-0.28;-0.30
